location_x,location_y, heading,speed, accelaration
11986496.7911997270 ,3836583.0605589962, -7.541350, 8.240000 , -0.148515
11986498.2268596012 ,3836578.4547083722, -7.524987, 8.180000 , -0.777096
11986499.7901560161 ,3836573.6093935962, -7.519751, 7.800000 , -0.323232
11986501.3983938526 ,3836568.8845618488, -7.478736, 7.640000 , -0.897756
11986503.0614414234 ,3836564.0903015714, -7.489208, 7.280000 , -1.173594
11986504.7182373535 ,3836559.8575969748, -7.487899, 6.800000 , -1.018330
11986506.2806091011 ,3836555.7716015144, -7.483099, 6.300000 , -0.597015
11986507.7511680480 ,3836551.9351505078, -7.456265, 6.060000 , 0.000000
11986509.1783875488 ,3836548.2619913653, -7.526296, 6.060000 , 0.598504
11986510.4339619875 ,3836545.2639743788, -7.506661, 6.300000 , 0.677291
11986511.6399197914 ,3836541.7609242494, -7.462592, 6.640000 , 0.325203
11986513.0018403977 ,3836537.9861965794, -7.439684, 6.800000 , 0.049505
11986514.5528199505 ,3836534.1999196624, -7.430739, 6.820000 , -0.049505
11986516.2060223930 ,3836530.4263691986, -7.387106, 6.800000 , -0.249377
11986518.0030556060 ,3836526.4311920833, -7.325147, 6.700000 , -0.530612
11986520.0159739275 ,3836522.4098903025, -7.270169, 6.440000 , 0.000000
11986522.2119022235 ,3836518.6176484423, -7.243553, 6.440000 , -0.541872
11986524.4493780490 ,3836515.2061964236, -7.190757, 6.220000 , -0.931174
11986526.8303398881 ,3836511.7905547451, -7.212573, 5.760000 , -3.260437
11986529.0403982401 ,3836508.9456316712, -7.527605, 4.120000 , 0.049875
11986530.1951563675 ,3836507.3906828524, -7.348054, 4.140000 , 0.491803
11986531.3120193724 ,3836504.3371281722, -7.211919, 4.380000 , -1.375921
11986532.7324305251 ,3836501.6888061054, -7.291113, 3.820000 , -0.997506
11986534.0596934259 ,3836499.8920968776, -7.297876, 3.420000 , -1.296758
11986535.2502097096 ,3836498.0201897575, -7.325801, 2.900000 , -1.693548
11986536.2646536976 ,3836496.3898497112, -7.375761, 2.060000 , -1.641791
11986537.0578316487 ,3836495.0347130988, -7.345654, 1.400000 , -1.093117
11986537.6334207654 ,3836493.9321454419, -7.346091, 0.860000 , -0.840336
11986538.0229692254 ,3836493.2305589495, -7.346091, 0.360000 , -0.831296
11986538.2508929875 ,3836492.8210079209, -7.346091, 0.020000 , 0.039920
11986538.3351146877 ,3836492.6696903477, -7.346091, 0.040000 , -0.047393
11986538.3258029930 ,3836492.6864201697, -7.346091, 0.020000 , -0.042105
11986538.3026207462 ,3836492.7280704458, -7.346091, 0.000000 , 0.040161
11986538.2802886330 ,3836492.7681933357, -7.346091, 0.020000 , 0.120000
11986538.2620108370 ,3836492.8010320552, -7.346091, 0.080000 , -0.149626
11986538.2554559633 ,3836492.8128088382, -7.346091, 0.020000 , -0.040000
11986538.2635023352 ,3836492.7983523626, -7.346091, 0.000000 , 0.049875
11986538.2658532187 ,3836492.7941286573, -7.346091, 0.020000 , 0.000000
11986538.2648444287 ,3836492.7959410949, -7.346091, 0.020000 , -0.040323
11986538.2673352230 ,3836492.7914660200, -7.346091, 0.000000 , 0.040323
11986538.2706548087 ,3836492.7855019006, -7.346091, 0.020000 , 0.000000
11986538.2716281414 ,3836492.7837531669, -7.346091, 0.020000 , 0.079840
11986538.2757783104 ,3836492.7762967860, -7.346091, 0.060000 , 0.000000
11986538.2825972103 ,3836492.7640456427, -7.346091, 0.060000 , -0.057307
11986538.2976332922 ,3836492.7370311362, -7.346091, 0.020000 , 0.000000
11986538.3139940053 ,3836492.7076367377, -7.346091, 0.020000 , 0.080972
11986538.3231828902 ,3836492.6911275699, -7.346091, 0.060000 , -0.075282
11986538.3315161876 ,3836492.6761555905, -7.346091, 0.000000 , 0.000000
11986538.3454582952 ,3836492.6511065657, -7.346091, 0.000000 , 0.000000
11986538.3499617502 ,3836492.6430154527, -7.346091, 0.000000 , 0.000000
11986538.3512538560 ,3836492.6406939970, -7.346091, 0.000000 , 0.000000
11986538.3515133411 ,3836492.6402277933, -7.346091, 0.000000 , 0.000000
11986538.3514797576 ,3836492.6402881318, -7.346091, 0.000000 , 0.114613
11986538.3513897862 ,3836492.6404497786, -7.346091, 0.080000 , -0.199005
11986538.3535282519 ,3836492.6366077154, -7.346091, 0.000000 , 0.049875
11986538.3672756497 ,3836492.6119085159, -7.346091, 0.020000 , 0.000000
11986538.3709939960 ,3836492.6052279668, -7.346091, 0.020000 , 0.000000
11986538.3755567931 ,3836492.5970302396, -7.346091, 0.020000 , 0.000000
11986538.3806243334 ,3836492.5879256679, -7.346091, 0.020000 , -0.040241
11986538.3859954290 ,3836492.5782757131, -7.346091, 0.000000 , 0.018165
11986538.3907708712 ,3836492.5696959361, -7.346091, 0.020000 , -0.049875
11986538.3920930605 ,3836492.5673204297, -7.346091, 0.000000 , 0.000000
11986538.3951753061 ,3836492.5617827275, -7.346091, 0.000000 , 0.085592
11986538.3953444101 ,3836492.5614789091, -7.346091, 0.060000 , 0.602258
11986538.3964840639 ,3836492.5594313540, -7.346091, 0.540000 , 0.281124
11986538.4208355788 ,3836492.5156803154, -7.346091, 0.680000 , 0.200334
11986538.5466034841 ,3836492.2897199872, -7.346091, 0.800000 , 0.039604
11986538.7341751978 ,3836491.9527201322, -7.346091, 0.820000 , -0.406504
11986538.9622926600 ,3836491.5428739428, -7.346091, 0.620000 , -0.648379
11986539.1967685539 ,3836491.1216039085, -7.346091, 0.360000 , -0.341463
11986539.3818957694 ,3836490.7889959472, -7.346091, 0.220000 , -0.324544
11986539.4965821914 ,3836490.5829451131, -7.346091, 0.060000 , -0.098765
11986539.5591195859 ,3836490.4705875912, -7.346091, 0.020000 , -0.049628
11986539.5771137308 ,3836490.4382584929, -7.346091, 0.000000 , 0.040816
11986539.5762053877 ,3836490.4398904629, -7.346091, 0.020000 , 0.000000
11986539.5696051605 ,3836490.4517487292, -7.346091, 0.020000 , 0.000000
11986539.5673370585 ,3836490.4558237046, -7.346091, 0.020000 , -0.049875
11986539.5680511612 ,3836490.4545407137, -7.346091, 0.000000 , 0.049628
11986539.5697386730 ,3836490.4515088536, -7.346091, 0.020000 , 0.000000
11986539.5696481988 ,3836490.4516714029, -7.346091, 0.020000 , -0.039920
11986539.5731761530 ,3836490.4453329202, -7.346091, 0.000000 , 0.000000
11986539.5773078408 ,3836490.4379097424, -7.346091, 0.000000 , 0.042017
11986539.5780623406 ,3836490.4365541753, -7.346091, 0.020000 , 0.000000
11986539.5786951408 ,3836490.4354172568, -7.346091, 0.020000 , -0.040241
11986539.5830906928 ,3836490.4275200074, -7.346091, 0.000000 , 0.000000
11986539.5878989063 ,3836490.4188813521, -7.346091, 0.000000 , 0.149626
11986539.5891169477 ,3836490.4166929652, -7.346091, 0.060000 , 0.000000
11986539.5921332594 ,3836490.4112737221, -7.346091, 0.060000 , 0.598504
11986539.6067639329 ,3836490.3849875894, -7.346091, 0.300000 , 0.597610
11986539.6362650972 ,3836490.3319844594, -7.346091, 0.600000 , 0.279441
11986539.7255058587 ,3836490.1716504577, -7.346091, 0.740000 , -0.040900
11986539.8919749763 ,3836489.8725644848, -7.346091, 0.720000 , 0.188679
11986540.1044288520 ,3836489.4908602070, -7.346091, 0.800000 , -0.375000
11986540.3276263103 ,3836489.0898535210, -7.346091, 0.620000 , 0.394477
11986540.5585693140 ,3836488.6749308370, -7.346091, 0.820000 , 0.608519
11986540.7639711052 ,3836488.3058966538, -7.681194, 1.120000 , 1.309524
11986540.8544560149 ,3836488.1433273591, -7.681412, 1.780000 , 0.586797
11986540.9800131340 ,3836487.4892169992, -7.631670, 2.020000 , -0.049751
11986541.1721387096 ,3836486.3921650914, -7.686648, 2.000000 , 2.530612
11986541.4103403352 ,3836485.3293718523, -7.588910, 3.240000 , 1.488834
11986541.6816243473 ,3836483.7583919372, -7.568838, 3.840000 , 0.198511
11986542.1910812352 ,3836481.8399847001, -7.560330, 3.920000 , 0.748130
11986542.8416160773 ,3836479.6093867552, -7.527387, 4.220000 , 1.869919
11986543.5875408798 ,3836477.1379728266, -7.504698, 5.140000 , 0.348259
11986544.4697173722 ,3836474.5170450057, -7.463028, 5.280000 , 0.886700
11986545.5873310938 ,3836471.4347259090, -7.439030, 5.640000 , 1.131313
11986546.8710402939 ,3836468.2982438295, -7.359617, 6.200000 , 2.044888
11986548.4540845547 ,3836464.6889789095, -7.304203, 7.020000 , 1.317073
11986550.4261937793 ,3836460.9856804665, -7.305948, 7.560000 , 1.018330
11986552.6355513353 ,3836457.3542714119, -7.295913, 8.060000 , 0.798005
11986555.0700487830 ,3836453.3655051566, -7.233081, 8.380000 , -0.049875
11986557.9358101394 ,3836448.7688754331, -7.258170, 8.360000 , 0.080645
11986560.7687348090 ,3836444.7819576776, -7.251407, 8.400000 , -0.399202
11986563.6599570699 ,3836440.5286302739, -7.196865, 8.200000 , -1.370968
11986566.7903255057 ,3836435.9748954694, -7.192284, 7.520000 , -0.319361
11986569.8263049852 ,3836432.0151411789, -7.180285, 7.360000 , 1.047382
11986572.7105341144 ,3836428.3088878118, -7.213228, 7.780000 , -0.398010
11986575.3657659329 ,3836424.9783680905, -7.217809, 7.620000 , 0.121704
11986578.0954717845 ,3836421.3306868128, -7.181375, 7.680000 , -0.975610
11986580.9742506575 ,3836417.4359002141, -7.185521, 7.280000 , -0.247525
11986583.7991929054 ,3836413.8752744207, -7.138615, 7.180000 , -0.284553
11986586.7195767779 ,3836410.1788927256, -7.205810, 7.040000 , -1.382716
11986589.2525924966 ,3836407.2522050263, -7.160213, 6.480000 , -0.122449
11986591.9408975951 ,3836403.7317853807, -7.164795, 6.420000 , -0.390244
11986594.4311116058 ,3836400.7240084154, -7.186175, 6.260000 , -0.850202
11986596.7791869733 ,3836397.8748970409, -7.207773, 5.840000 , 1.212121
11986598.9974625669 ,3836395.0683387564, -7.164795, 6.440000 , 1.580247
11986601.2931261249 ,3836392.0331135863, -7.159341, 7.080000 , -0.299252
11986603.7523712423 ,3836389.0344861541, -7.185084, 6.960000 , 1.530864
11986606.2964003142 ,3836385.9785562628, -7.155850, 7.580000 , 0.445344
11986609.0621156339 ,3836382.4904763820, -7.131852, 7.800000 , 0.545906
11986612.0903252847 ,3836378.8696045238, -7.143851, 8.020000 , 1.054767
11986615.1418161448 ,3836375.3961044322, -7.141669, 8.540000 , 1.194030
11986618.3278324232 ,3836371.6946828770, -7.139924, 9.020000 , -0.448878
11986621.7041631024 ,3836367.7842065142, -7.124434, 8.840000 , 0.401606
11986625.3194441721 ,3836363.6115716388, -7.127488, 9.040000 , 1.339950
11986628.8928443212 ,3836359.6082851896, -7.164577, 9.580000 , -0.782396
11986632.3222251702 ,3836355.7496691444, -7.156504, 9.260000 , 1.800000
11986635.9896757379 ,3836351.3190610600, -7.163704, 10.160000 , 0.324544
11986639.6035142522 ,3836347.0038362052, -7.193156, 10.320000 , 0.744417
11986643.2614819985 ,3836342.5773340687, -7.158686, 10.620000 , 0.403226
11986647.2937811818 ,3836337.4093890935, -7.260570, 10.820000 , 0.249377
11986650.7192226872 ,3836333.2961145816, -7.135124, 10.920000 , 0.160966
11986655.1169556864 ,3836326.8774489504, -7.126616, 11.000000 , 0.000000
11986659.5231459495 ,3836321.7725619450, -7.135342, 11.000000 , 0.540541
11986663.8683769424 ,3836316.8834231775, -7.153014, 11.220000 , 0.246407
11986668.1203001849 ,3836312.0256265257, -7.105890, 11.340000 , 0.148148
11986672.7959981598 ,3836306.4978899066, -7.126616, 11.400000 , 0.448878
11986677.2852332126 ,3836301.6382558169, -7.145378, 11.580000 , -0.438247
11986681.7132790815 ,3836296.6727501275, -7.108290, 11.360000 , -0.517928
11986686.4877896663 ,3836291.1155224182, -7.095200, 11.100000 , -1.277445
11986691.2269576285 ,3836285.9632048709, -7.154977, 10.460000 , 1.411290
11986695.3900398593 ,3836281.5662896945, -7.135342, 11.160000 , -0.847880
11986699.6426096223 ,3836276.5414359877, -7.127706, 10.820000 , -0.040080
11986704.0249488950 ,3836271.5217875699, -7.145378, 10.800000 , -0.847880
11986708.2236670610 ,3836266.7907281076, -7.102617, 10.460000 , -1.296758
11986712.6911045257 ,3836261.5896726884, -7.112435, 9.940000 , 1.588089
11986716.8956960682 ,3836257.0690151989, -7.160213, 10.580000 , 0.323887
11986720.6773707997 ,3836252.9423958198, -7.165231, 10.740000 , 0.149626
11986724.6504167393 ,3836248.1896111900, -7.141669, 10.800000 , 0.547264
11986728.8747809567 ,3836243.0623352556, -7.176358, 11.020000 , -0.609756
11986732.8858317267 ,3836238.4076831341, -7.134251, 10.720000 , -0.147420
11986737.2809714619 ,3836232.9689202942, -7.134470, 10.660000 , -0.887850
11986741.5513071641 ,3836228.0760054388, -7.082982, 10.280000 , 0.085288
11986746.0925865117 ,3836222.8923912058, -7.081892, 10.320000 , -0.947631
11986750.4356869310 ,3836218.3973609302, -7.013606, 9.940000 , -0.362903
11986755.1715892050 ,3836213.5326453820, -7.032804, 9.760000 , 1.264637
11986759.4983673058 ,3836209.6300067557, -7.040876, 10.300000 , -1.181435
11986763.7639567405 ,3836205.6654316965, -6.972372, 9.740000 , 1.745636
11986768.6282869410 ,3836201.0690918090, -7.022332, 10.440000 , -2.233251
11986772.8731167074 ,3836197.5500615514, -6.915867, 9.540000 , -0.120482
11986778.1235931553 ,3836192.7971702651, -6.911940, 9.480000 , 1.151079
11986782.8547034264 ,3836189.2862376254, -6.982190, 9.960000 , 0.000000
11986786.9804656766 ,3836186.2818046748, -6.870052, 9.960000 , -0.598504
11986792.3036817331 ,3836181.8530650004, -6.859144, 9.720000 , -0.362173
11986797.3577411864 ,3836178.4469451518, -6.817038, 9.540000 , 1.782178
11986802.5829479787 ,3836175.0470227934, -6.793040, 10.260000 , -0.120240
11986807.7960138898 ,3836171.9484673906, -6.787585, 10.200000 , 0.693069
11986813.1549395602 ,3836168.9419149300, -6.751152, 10.480000 , -0.363636
11986818.8661906552 ,3836165.7865278260, -6.764024, 10.300000 , 0.595533
11986824.3571597096 ,3836162.9982219357, -6.716245, 10.540000 , -1.253012
11986830.3177351020 ,3836159.8943461408, -6.687229, 10.020000 , -0.209644
11986836.2848893236 ,3836157.1154306517, -6.647741, 9.920000 , 1.592040
11986842.2210778520 ,3836154.5643969313, -6.645341, 10.560000 , -0.814664
11986847.8962258268 ,3836152.3842166117, -6.616107, 10.160000 , -0.339806
11986853.9979260284 ,3836150.0710567706, -6.588400, 10.020000 , 0.876494
11986860.0537521411 ,3836147.9654626609, -6.596254, 10.460000 , 0.039841
11986865.7874818444 ,3836146.1492880988, -6.599090, 10.480000 , -0.282828
11986871.6828134395 ,3836144.2430167319, -6.565274, 10.340000 , -0.498753
11986877.9592938311 ,3836142.1929247263, -6.564183, 10.140000 , 0.000000
11986883.9449484758 ,3836140.4463868123, -6.580328, 10.140000 , -1.147132
11986889.6684018597 ,3836138.7933619907, -6.591454, 9.680000 , -1.449275
11986895.3360119518 ,3836137.0629162528, -6.545639, 9.080000 , -1.229508
11986901.2245598156 ,3836135.1924830298, -6.551093, 8.480000 , -1.636727
11986906.4526761379 ,3836133.7745555565, -6.566365, 7.660000 , -0.728745
11986911.2219284046 ,3836132.4660126157, -6.546948, 7.300000 , -1.127451
11986915.7797694337 ,3836131.1440723981, -6.522295, 6.840000 , -0.885312
11986920.1103292406 ,3836129.9695272613, -6.573128, 6.400000 , 0.100000
11986923.7645164188 ,3836129.0742341862, -6.538003, 6.440000 , -0.441767
11986927.6153912786 ,3836127.9376736246, -6.495243, 6.220000 , -1.192843
11986931.5172222443 ,3836126.9128702553, -6.481280, 5.620000 , -0.245399
11986935.1744108275 ,3836126.1159384595, -6.497861, 5.500000 , -2.358722
11986938.4236497581 ,3836125.4608010990, -6.392268, 4.540000 , 1.858191
11986941.9884032067 ,3836124.6882339008, -6.470590, 5.300000 , -0.082988
11986944.5016559139 ,3836124.4023972275, -6.446155, 5.260000 , 0.245700
11986947.5992717072 ,3836123.8284666338, -6.423684, 5.360000 , -0.677291
11986950.7952120900 ,3836123.2990149246, -6.418448, 5.020000 , -0.885312
11986953.9554916155 ,3836122.8478982900, -6.444410, 4.580000 , -1.389578
11986956.8231323231 ,3836122.4566187132, -6.524913, 4.020000 , -0.597015
11986959.2151452079 ,3836122.0696931519, -6.538658, 3.780000 , -0.967742
11986961.5186768677 ,3836121.5118460846, -6.542367, 3.300000 , -0.850000
11986963.6549405772 ,3836120.9561226899, -6.598217, 2.960000 , -1.094527
11986965.4045347888 ,3836120.4929277180, -6.672830, 2.520000 , -0.520000
11986966.8795893099 ,3836120.0159386834, -6.711882, 2.260000 , -1.044776
11986968.1764635425 ,3836119.4890114153, -6.781695, 1.840000 , -1.795511
