location_x,location_y, heading,speed, accelaration
11986689.4734156765 ,3836522.0541270073, -6.675061, 8.084657 , -10.567563
11986692.0602049921 ,3836521.0413521584, -6.672145, 7.937026 , -10.423811
11986694.5500291549 ,3836520.0153449248, -6.672854, 7.746002 , -10.240808
11986696.9893359654 ,3836519.0153301135, -6.683050, 7.516171 , -10.125916
11986699.3721008785 ,3836518.0368955149, -6.680209, 7.386577 , -10.145757
11986701.6319254842 ,3836517.0832673688, -6.681664, 7.260701 , -10.118951
11986703.8312825784 ,3836516.1607815302, -6.680352, 7.118680 , -10.035786
11986705.9619554430 ,3836515.2639441993, -6.689310, 7.119880 , -10.203063
11986708.0485689342 ,3836514.3885321696, -6.688372, 7.115733 , -10.183892
11986710.0850898661 ,3836513.5139090591, -6.688376, 7.110609 , -10.181841
11986712.1113344301 ,3836512.6447514938, -6.689256, 7.114184 , -10.199705
11986714.1328902375 ,3836511.7776523507, -6.690221, 7.128931 , -10.223783
11986716.1518896874 ,3836510.9096602309, -6.687322, 7.115621 , -10.164280
11986718.1647068504 ,3836510.0420393818, -6.688400, 7.110847 , -10.182385
11986720.1850228235 ,3836509.1776302508, -6.689367, 7.115283 , -10.202220
11986722.2025978267 ,3836508.3123030746, -6.688855, 7.115367 , -10.192736
11986724.2164073735 ,3836507.4462953261, -6.688396, 7.110810 , -10.182302
11986724.7400321681 ,3836456.4192203442, -6.689258, 7.114203 , -10.199748
11986726.7558989003 ,3836455.5544546451, -6.688855, 7.115367 , -10.192736
11986728.7689607870 ,3836454.6890048049, -6.689764, 7.124392 , -10.213392
11986730.7853811607 ,3836453.8229210717, -6.688968, 7.126812 , -10.199574
11986732.8001952451 ,3836452.9555166522, -6.688316, 7.120334 , -10.184748
11986734.8173634894 ,3836452.0887921592, -6.688855, 7.115367 , -10.192736
11986736.8365063258 ,3836451.2227859604, -6.689778, 7.124519 , -10.213685
11986738.8542452753 ,3836450.3562461119, -6.688111, 7.118303 , -10.180096
11986740.8675995469 ,3836449.4894445548, -6.688799, 7.109646 , -10.189314
11986742.8859934472 ,3836448.6241302127, -6.688799, 7.109646 , -10.189314
11986744.8996644672 ,3836447.7594840014, -6.688799, 7.109646 , -10.189314
11986746.9122673962 ,3836446.8952239063, -6.688799, 7.109646 , -10.189314
11986748.9245862607 ,3836446.0310819196, -6.688799, 7.109646 , -10.189314
11986750.9368497804 ,3836445.1669634925, -6.690104, 7.122600 , -10.218970
11986752.9518740475 ,3836444.3016595175, -6.686759, 7.110040 , -10.151504
11986754.9596592449 ,3836443.4365236931, -6.689367, 7.115283 , -10.202220
11986756.9805146754 ,3836442.5731721288, -6.688855, 7.115367 , -10.192736
11986758.9944651369 ,3836441.7072841641, -6.688855, 7.115367 , -10.192736
11986761.0095633827 ,3836440.8417654438, -6.688855, 7.115367 , -10.192736
11986763.0246484056 ,3836439.9762984822, -6.688397, 7.110820 , -10.182323
11986765.0386864059 ,3836439.1112836706, -6.689006, 7.111700 , -10.194014
11986767.0540108848 ,3836438.2467515874, -6.688288, 7.109731 , -10.179830
11986769.0659096539 ,3836437.3823709078, -6.688799, 7.109646 , -10.189314
11986771.0803594198 ,3836436.5184453297, -6.689774, 7.119320 , -10.211460
11986773.0953324325 ,3836435.6532240431, -6.695827, 7.194881 , -10.355406
11986775.1226685178 ,3836434.7804218438, -6.693528, 7.295907 , -10.354398
11986777.1492832303 ,3836433.8940053559, -6.693003, 7.326828 , -10.357435
11986779.2184916474 ,3836432.9935615612, -6.691513, 7.342992 , -10.336369
11986781.3079041541 ,3836432.0858068154, -6.686491, 7.298292 , -10.224362
11986783.4036533050 ,3836431.1788926963, -6.683171, 7.213737 , -10.127577
11986785.4991580117 ,3836430.2840807391, -6.685930, 7.174043 , -10.162527
11986787.5844455063 ,3836429.4019974279, -6.685727, 7.135904 , -10.142963
11986789.6428166348 ,3836428.5253989347, -6.687844, 7.115649 , -10.174021
11986791.6879884191 ,3836427.6545723933, -6.688291, 7.109758 , -10.179894
11986793.7153802384 ,3836426.7865202087, -6.689263, 7.114260 , -10.199876
11986795.7364289425 ,3836425.9199172161, -6.688855, 7.115367 , -10.192736
11986797.7520795465 ,3836425.0533631821, -6.688855, 7.115367 , -10.192736
11986799.7680339273 ,3836424.1874801917, -6.688288, 7.109731 , -10.179830
11986801.7823947556 ,3836423.3223244594, -6.689363, 7.115255 , -10.202156
11986803.7988202404 ,3836422.4575666222, -6.688855, 7.115367 , -10.192736
11986805.8120560609 ,3836421.5918183066, -6.688401, 7.110856 , -10.182405
11986807.8257724438 ,3836420.7268842356, -6.688799, 7.109646 , -10.189314
11986809.8405182268 ,3836419.8625887386, -6.689277, 7.114395 , -10.200186
11986811.8544576019 ,3836418.9977982137, -6.688855, 7.115367 , -10.192736
11986813.8670761064 ,3836418.1324504656, -6.688397, 7.110820 , -10.182323
11986815.8804419059 ,3836417.2676741816, -6.688799, 7.109646 , -10.189314
11986817.8950221725 ,3836416.4034586903, -6.690502, 7.126557 , -10.228028
11986819.9114585742 ,3836415.5375965997, -6.688968, 7.126812 , -10.199574
11986821.9240767602 ,3836414.6694818866, -6.695783, 7.194458 , -10.354433
11986823.9565225933 ,3836413.7961000060, -6.696452, 7.263017 , -10.395245
11986825.9900993388 ,3836412.9068317139, -6.693677, 7.312882 , -10.364223
11986828.0393791012 ,3836412.0083159329, -6.690427, 7.316728 , -10.305279
11986830.1128131170 ,3836411.1055684881, -6.692985, 7.336955 , -10.361260
11986832.2113319635 ,3836410.1999069899, -6.686793, 7.296130 , -10.229092
11986834.3003040124 ,3836409.2927826005, -6.695045, 7.331606 , -10.397408
11986836.4156667870 ,3836408.3885869412, -6.698047, 7.413015 , -10.486991
11986838.5222874526 ,3836407.4693947141, -6.787259, 7.609140 , -10.822728
11986840.8243918326 ,3836406.4560524416, -6.780950, 7.716292 , -10.748661
11986842.9140993580 ,3836405.3163104630, -6.762450, 7.708395 , -10.609703
11986845.0195633210 ,3836404.1720866547, -6.804961, 7.999418 , -11.290840
11986847.2721040882 ,3836402.9983328017, -6.773162, 8.227356 , -11.203281
11986849.4239229448 ,3836401.7671797862, -6.755354, 8.251308 , -10.965854
11986851.7182393745 ,3836400.5390207209, -6.759798, 8.335526 , -11.119126
11986854.1149636768 ,3836399.3118715310, -6.765517, 8.545090 , -11.450554
11986856.5505271275 ,3836398.0549372733, -6.745352, 8.634200 , -11.207185
11986859.0049956813 ,3836396.7707804930, -6.741883, 8.731246 , -11.357629
11986861.5611327346 ,3836395.4940778101, -6.739931, 8.859660 , -11.475105
11986864.1731305290 ,3836394.2034134432, -6.732868, 9.115764 , -11.782828
11986866.8321353327 ,3836392.8963852110, -6.713609, 9.262955 , -11.717698
11986869.5711465292 ,3836391.5730919396, -6.712154, 9.383839 , -11.733282
11986872.4324321337 ,3836390.2557498366, -6.708653, 9.501049 , -11.758693
11986875.3567392584 ,3836388.9177744044, -6.684833, 9.490939 , -11.574709
11986878.3172401097 ,3836387.5755429035, -6.692280, 9.502295 , -11.612777
11986881.3673573453 ,3836386.2753983028, -6.685308, 9.458878 , -11.493381
11986884.4079827014 ,3836384.9582957975, -6.660595, 9.286770 , -11.190968
11986887.4301234875 ,3836383.6717416095, -6.669545, 9.210664 , -11.345367
11986890.4742051102 ,3836382.4602798498, -6.681777, 9.318254 , -11.667952
11986893.4789121281 ,3836381.2394003072, -6.674409, 9.278099 , -11.375922
11986896.4601313248 ,3836379.9862637143, -6.680974, 9.291491 , -11.484442
11986899.4587579332 ,3836378.7481066310, -6.659910, 9.181252 , -11.199575
11986902.4186396021 ,3836377.5055315946, -6.668063, 9.149496 , -11.320833
11986905.4085821528 ,3836376.3187934170, -6.656106, 9.112352 , -11.279727
11986908.3495252281 ,3836375.1287456374, -6.659325, 8.954410 , -10.992309
11986911.3047061432 ,3836373.9704846581, -6.661152, 8.932416 , -11.208607
11986914.2067602836 ,3836372.8248062283, -6.659032, 8.885407 , -11.130465
11986917.0784093756 ,3836371.6849453482, -6.658471, 8.789629 , -10.990667
11986919.9312626906 ,3836370.5588413798, -6.685945, 8.904571 , -11.459097
11986922.7886496894 ,3836369.4330357974, -6.681524, 9.113846 , -11.643735
11986925.5908902772 ,3836368.2439795285, -6.660627, 9.084004 , -11.265197
11986928.4325323291 ,3836367.0476207924, -6.687300, 9.258910 , -11.726121
11986931.3748083059 ,3836365.8772129552, -6.669683, 9.310882 , -11.542286
11986934.2850774694 ,3836364.6372382916, -6.665693, 9.382962 , -11.598548
11986937.2620127574 ,3836363.4227285339, -6.674987, 9.504528 , -11.771524
11986940.2961435597 ,3836362.2011048389, -6.677522, 9.668832 , -11.895810
11986943.3579982258 ,3836360.9377961666, -6.659755, 9.620301 , -11.552268
11986946.4541371651 ,3836359.6499709878, -6.665214, 9.663495 , -11.736779
11986949.6076546703 ,3836358.3994951560, -6.677196, 9.827053 , -12.014710
11986952.7825815938 ,3836357.1248196056, -6.663455, 9.745099 , -11.569319
11986955.9658584502 ,3836355.8037813874, -6.690016, 9.944680 , -12.180289
11986959.2035472374 ,3836354.5069040852, -6.677491, 10.036061 , -11.954649
11986962.4232641757 ,3836353.1248582765, -6.689788, 10.132022 , -12.099707
11986965.7267482784 ,3836351.7479524533, -6.678485, 10.176090 , -12.052128
11986969.0354336500 ,3836350.3256728523, -6.701737, 10.225363 , -12.077855
11986972.4177355450 ,3836348.9120576261, -6.670923, 10.232348 , -12.033502
11986975.7442236636 ,3836347.4370491179, -6.667275, 10.236254 , -12.002916
11986979.1444988865 ,3836346.0420732624, -6.675524, 10.298158 , -12.145461
11986982.5702408068 ,3836344.6563999564, -6.677036, 10.329491 , -12.112412
11986986.0001836773 ,3836343.2388334223, -6.664953, 10.348346 , -12.093019
11986989.4309827983 ,3836341.8135347748, -6.673519, 10.401423 , -12.187464
11986992.9067692235 ,3836340.4155363124, -6.668427, 10.354391 , -11.994478
11986996.3806183524 ,3836338.9879544890, -6.658001, 10.279007 , -11.924834
11986999.8501311690 ,3836337.5800552019, -6.645478, 10.117566 , -11.679827
11987003.3097100835 ,3836336.2167445044, -6.688620, 10.243909 , -12.284454
11987006.7812075783 ,3836334.8981403867, -6.660168, 10.187005 , -11.813580
11987010.1530510988 ,3836333.4598076581, -6.666572, 10.180330 , -11.962100
11987013.5769306347 ,3836332.0986648332, -6.661557, 10.084945 , -11.755102
11987016.9815784059 ,3836330.7264716718, -6.645226, 9.932975 , -11.567665
11987020.3537775371 ,3836329.3849523477, -6.678957, 10.111182 , -12.228192
11987023.7400742061 ,3836328.0989520792, -6.677834, 10.155821 , -12.025229
11987027.0865057111 ,3836326.7076504026, -6.677506, 10.182364 , -12.009046
11987030.4501511492 ,3836325.3068271256, -6.676552, 10.242288 , -12.114944
11987033.8276672326 ,3836323.9013313409, -6.672321, 10.177670 , -11.863864
11987037.2247249056 ,3836322.4913612450, -6.666637, 10.140195 , -11.919239
11987040.6160376631 ,3836321.0998654761, -6.658089, 10.039363 , -11.717464
11987043.9990665559 ,3836319.7338420642, -6.655743, 10.035865 , -11.888439
11987047.3672743812 ,3836318.4065609975, -6.643834, 9.930462 , -11.627685
11987050.7189161405 ,3836317.0961301508, -6.633037, 9.881506 , -11.692995
11987054.0526665058 ,3836315.8363870536, -6.655663, 10.015744 , -12.089232
11987057.4077837858 ,3836314.6098907655, -6.631276, 9.894511 , -11.551155
11987060.7199865710 ,3836313.3201716943, -6.646588, 10.058785 , -12.191682
11987064.0713998228 ,3836312.0993007864, -6.615249, 9.813963 , -11.297244
11987067.3991503343 ,3836310.8365804777, -6.611221, 9.785411 , -11.657258
11987070.7310744133 ,3836309.6815518136, -6.624587, 9.911599 , -11.974797
11987074.0641802195 ,3836308.5460659466, -6.629689, 9.925333 , -11.780652
11987077.4018025249 ,3836307.3627958838, -6.595977, 9.847291 , -11.591309
11987080.7052050326 ,3836306.1711712191, -6.595372, 9.804329 , -11.608060
11987084.0591649134 ,3836305.0798664624, -6.609178, 9.991297 , -12.119165
11987087.4157075845 ,3836303.9961100123, -6.583798, 9.980032 , -11.742675
11987090.7657631617 ,3836302.8662868924, -6.591579, 10.054286 , -11.941175
11987094.1845901012 ,3836301.8014635597, -6.571601, 10.011579 , -11.704438
11987097.5989568178 ,3836300.7150642402, -6.585100, 10.069686 , -11.925793
11987101.0623392742 ,3836299.6835352662, -6.553272, 9.924985 , -11.473844
11987104.4902372863 ,3836298.6184072318, -6.556720, 9.891458 , -11.645960
11987107.9450343922 ,3836297.6557380399, -6.567478, 10.062824 , -12.082888
11987111.3881044444 ,3836296.6900875894, -6.541311, 9.973677 , -11.568879
11987114.8282497358 ,3836295.6869755271, -6.538574, 9.910203 , -11.614350
11987118.3004669808 ,3836294.7651874619, -6.545380, 10.005054 , -11.896598
11987121.7657340690 ,3836293.8596303924, -6.538983, 10.037098 , -11.757779
11987125.2344353683 ,3836292.9300265335, -6.536046, 10.006613 , -11.678582
11987128.7286785524 ,3836292.0149832186, -6.525080, 9.939021 , -11.588373
11987132.2172913942 ,3836291.1129103485, -6.529932, 9.938075 , -11.682885
11987135.7097453959 ,3836290.2490203814, -6.520743, 9.809916 , -11.391038
11987139.1807307098 ,3836289.3755850773, -6.518670, 9.645198 , -11.237617
11987142.6259375550 ,3836288.5396541660, -6.508484, 9.494137 , -11.177787
11987146.0063187312 ,3836287.7280913941, -6.503458, 9.276964 , -10.971494
11987149.3342376966 ,3836286.9634383512, -6.515140, 9.146414 , -11.070896
11987152.5958019923 ,3836286.2321283147, -6.504924, 8.996558 , -10.900199
11987155.7552749552 ,3836285.4878538623, -6.500467, 8.890042 , -10.876606
11987158.8551381584 ,3836284.7873368249, -6.522633, 8.880240 , -11.071937
11987161.9348783214 ,3836284.1065617600, -6.508153, 8.827194 , -10.927797
11987164.9303374384 ,3836283.3789423010, -6.488722, 8.675400 , -10.682690
11987167.8988347221 ,3836282.6974582188, -6.494463, 8.609539 , -10.820935
11987170.8587673325 ,3836282.0770295938, -6.474038, 8.337886 , -10.258705
11987173.7425016258 ,3836281.4592498024, -6.494007, 8.530072 , -11.153159
11987176.5995610468 ,3836280.9039969821, -6.492842, 8.535357 , -10.804947
11987179.4432526622 ,3836280.2984446166, -6.490611, 8.558798 , -10.875637
11987182.2896741629 ,3836279.6927485908, -6.474994, 8.481002 , -10.647011
11987185.1263538916 ,3836279.0954190926, -6.470407, 8.359735 , -10.533434
11987187.9679148234 ,3836278.5411343118, -6.469648, 8.179268 , -10.335698
11987190.7773802709 ,3836278.0080630239, -6.496398, 8.116103 , -10.469761
11987193.5622316655 ,3836277.4825361515, -6.494795, 8.006815 , -10.337023
11987196.2510940135 ,3836276.9044008455, -6.495667, 7.883145 , -10.286544
11987198.8934732117 ,3836276.3367216210, -6.505318, 7.763416 , -10.182306
11987201.4942885228 ,3836275.7757473695, -6.528513, 7.709391 , -10.278664
11987204.0586002897 ,3836275.1980123036, -6.531170, 7.579316 , -10.110429
