location_x,location_y, heading,speed, accelaration
11987206.5394067373 ,3836274.5802482688, -6.538179, 7.380781 , -9.865827
11987208.9697066750 ,3836273.9654449010, -6.532753, 7.355332 , -10.147068
11987211.2963603493 ,3836273.3599149329, -6.528956, 7.226277 , -9.883823
11987213.5911728237 ,3836272.7743590283, -6.531509, 7.132948 , -9.892773
11987215.8473628573 ,3836272.2078894912, -6.535851, 7.072837 , -9.948731
11987218.6615573298 ,3836243.4418587019, -6.538582, 7.058675 , -9.993734
11987220.8322013896 ,3836242.8819914814, -6.539441, 7.062041 , -10.011121
11987222.9777529072 ,3836242.3221558575, -6.537901, 7.051913 , -9.978256
11987225.1099710837 ,3836241.7636048701, -6.540051, 7.062934 , -10.022842
11987227.2439200077 ,3836241.2078032726, -6.540417, 7.076888 , -10.035428
11987229.3738289811 ,3836240.6485961140, -6.536943, 7.057889 , -9.962898
11987231.4987615272 ,3836240.0896697198, -6.538978, 7.057437 , -10.000582
11987233.6324638426 ,3836239.5358748157, -6.540107, 7.068656 , -10.026263
11987235.7624944448 ,3836238.9790526512, -6.538189, 7.059929 , -9.986927
11987237.8878240045 ,3836238.4208169468, -6.538511, 7.052815 , -9.990000
11987240.0166441910 ,3836237.8656537421, -6.539487, 7.057339 , -10.010035
11987242.1442587599 ,3836237.3103258456, -6.539544, 7.063061 , -10.013454
11987244.2697642110 ,3836236.7534246645, -6.538466, 7.057522 , -9.991097
11987246.3943237383 ,3836236.1965358923, -6.539429, 7.061932 , -10.010870
11987248.5225973036 ,3836235.6409801925, -6.539034, 7.063160 , -10.004002
11987250.6487723086 ,3836235.0840245797, -6.538576, 7.058612 , -9.993589
11987252.7755844183 ,3836234.5276484061, -6.538978, 7.057437 , -10.000582
11987254.9034365844 ,3836233.9720249195, -6.538978, 7.057437 , -10.000582
11987257.0296372958 ,3836233.4160242234, -6.538978, 7.057437 , -10.000582
11987259.1555144582 ,3836232.8600649261, -6.538520, 7.052899 , -9.990191
11987261.2803154420 ,3836232.3043847671, -6.538920, 7.051716 , -9.997162
11987263.4057876021 ,3836231.7495127497, -6.539376, 7.056237 , -10.007511
11987265.5304359123 ,3836231.1940479516, -6.538978, 7.057437 , -10.000582
11987267.6539931558 ,3836230.6378471111, -6.538978, 7.057437 , -10.000582
11987269.7791772466 ,3836230.0820213980, -6.539429, 7.061932 , -10.010870
11987271.9056248982 ,3836229.5259080487, -6.539034, 7.063160 , -10.004002
11987274.0314739011 ,3836228.9689825922, -6.538469, 7.057550 , -9.991161
11987276.1579388063 ,3836228.4126943080, -6.540113, 7.068713 , -10.026392
11987278.2880944572 ,3836227.8567000683, -6.541362, 7.091431 , -10.059042
11987280.4195913915 ,3836227.2968793893, -6.537473, 7.073465 , -9.979200
11987274.1684090998 ,3836232.9772274611, -6.540220, 7.080100 , -10.033104
11987276.3083464596 ,3836232.4205590375, -6.542610, 7.114149 , -10.091692
11987278.4480347689 ,3836231.8584568016, -6.546358, 7.182302 , -10.189642
11987280.5991645735 ,3836231.2878476502, -6.554023, 7.320317 , -10.389454
11987282.7790491451 ,3836230.7010318567, -6.569126, 7.479255 , -10.469025
11987285.0168397725 ,3836230.0807277597, -6.588342, 7.653052 , -10.668861
11987287.3162372410 ,3836229.4068513713, -6.592509, 7.759023 , -10.558615
11987289.6422015540 ,3836228.6769414539, -6.591023, 7.842804 , -10.651674
11987292.0080365390 ,3836227.9215939911, -6.583028, 7.849338 , -10.521105
11987294.4057999998 ,3836227.1590762134, -6.577258, 7.873590 , -10.563766
11987296.8309956919 ,3836226.4081601663, -6.604037, 7.940724 , -10.668946
11987299.3351696283 ,3836225.6488316474, -6.585464, 8.101858 , -10.938263
11987301.7659286149 ,3836224.8447069274, -6.608794, 8.134610 , -10.661908
11987304.3342794366 ,3836224.0411089174, -6.626608, 8.264691 , -11.008962
11987306.9082010295 ,3836223.1756218788, -6.593978, 8.361505 , -10.995416
11987309.4269972425 ,3836222.2776981997, -6.604159, 8.473739 , -11.072073
11987312.0826751459 ,3836221.4196665022, -6.585736, 8.515212 , -10.977871
11987314.7351416703 ,3836220.5390858813, -6.590060, 8.528026 , -10.932753
11987317.4672421273 ,3836219.6834139838, -6.586730, 8.588660 , -11.048730
11987320.2029253729 ,3836218.8170531271, -6.556340, 8.428618 , -10.572361
11987322.9236648623 ,3836217.9643609030, -6.578827, 8.646658 , -11.336699
11987325.7129491940 ,3836217.1778861671, -6.591550, 8.832739 , -11.372192
11987328.5280607138 ,3836216.3239948717, -6.589017, 8.867208 , -11.098474
11987331.3760154769 ,3836215.4191644047, -6.581131, 8.754647 , -10.861147
11987334.2528073192 ,3836214.5105602737, -6.596590, 8.856992 , -11.334155
11987337.1522448454 ,3836213.6188010462, -6.606179, 8.849844 , -11.094928
11987340.0549296085 ,3836212.6806894611, -6.617223, 9.015230 , -11.509069
11987342.9541858360 ,3836211.7120709000, -6.611284, 8.990915 , -11.158599
11987345.8664099518 ,3836210.7034192206, -6.634483, 9.050458 , -11.358794
11987348.8316121884 ,3836209.6930810977, -6.626400, 9.025645 , -11.186129
11987351.7546976991 ,3836208.6258027270, -6.621922, 8.858706 , -10.875302
11987354.6884042323 ,3836207.5762163568, -6.625395, 8.817590 , -11.134476
11987357.5925714411 ,3836206.5521814786, -6.656516, 8.997876 , -11.543086
11987360.5037820693 ,3836205.5157248816, -6.635137, 8.895680 , -11.011189
11987363.3505530432 ,3836204.4060224500, -6.657981, 9.025914 , -11.493148
11987366.2580779251 ,3836203.3346758243, -6.674316, 9.135514 , -11.471802
11987369.1684019845 ,3836202.1937662973, -6.664076, 9.108253 , -11.292735
11987372.0632752329 ,3836201.0031286366, -6.666132, 8.948598 , -10.982059
11987374.9892370291 ,3836199.8297468624, -6.698559, 9.069755 , -11.608458
11987377.9136209488 ,3836198.6519974777, -6.680078, 8.991161 , -11.140270
11987380.7521055453 ,3836197.4059160603, -6.698466, 9.106618 , -11.587177
11987383.6385563798 ,3836196.1929899924, -6.690215, 9.018746 , -11.159142
11987386.4959078673 ,3836194.9362813579, -6.685997, 8.855205 , -10.950704
11987389.3493177015 ,3836193.7048503170, -6.745228, 9.096330 , -11.791575
11987392.2458165996 ,3836192.4697277797, -6.696849, 8.917677 , -10.972574
11987394.9762430005 ,3836191.1201993683, -6.699854, 9.070464 , -11.620051
11987397.7901651524 ,3836189.8767775358, -6.706189, 9.101104 , -11.341390
11987400.6425388604 ,3836188.6144791329, -6.699533, 9.040854 , -11.241074
11987403.4897086788 ,3836187.3338919980, -6.683054, 8.909365 , -11.042826
11987406.3218440022 ,3836186.0804036320, -6.708369, 8.938628 , -11.365108
11987409.1910983771 ,3836184.8646348026, -6.698404, 8.879171 , -11.142185
11987411.9807278495 ,3836183.6058170851, -6.700744, 8.862112 , -11.208905
11987414.7751956787 ,3836182.3723259130, -6.710694, 8.851540 , -11.217648
11987417.5675040167 ,3836181.1338627520, -6.690931, 8.805305 , -11.124491
11987420.2990299128 ,3836179.8910869514, -6.691338, 8.707321 , -10.970673
11987423.0634455271 ,3836178.6936170585, -6.709888, 8.694056 , -11.156718
11987425.8245140798 ,3836177.4995299615, -6.704352, 8.672904 , -11.087963
11987428.5152982995 ,3836176.2793970755, -6.699371, 8.626777 , -11.020081
11987431.1976818461 ,3836175.0769875967, -6.696377, 8.636153 , -11.115626
11987433.8716790192 ,3836173.8941770750, -6.696670, 8.672518 , -11.169088
11987410.9248543978 ,3836167.4221734456, -6.685020, 8.653736 , -11.065282
11987413.5942640677 ,3836166.2509065103, -6.680191, 8.686165 , -11.164561
11987416.2834457997 ,3836165.1061535655, -6.660591, 8.710624 , -11.135725
11987418.9654430971 ,3836163.9807715407, -6.648530, 8.761321 , -11.206836
11987421.6894550100 ,3836162.8976474362, -6.629728, 8.778546 , -11.143146
11987424.4363661669 ,3836161.8447270761, -6.609830, 8.798370 , -11.141624
11987427.2135207690 ,3836160.8386380887, -6.577860, 8.777574 , -11.024885
11987430.0051277075 ,3836159.8895056169, -6.558064, 8.817714 , -11.135312
11987432.8447015751 ,3836159.0222803564, -6.543663, 8.825537 , -11.061771
11987435.7259043362 ,3836158.2061770419, -6.504039, 8.692153 , -10.726675
11987438.5936209038 ,3836157.4393335856, -6.511394, 8.816561 , -11.264847
11987441.5232662186 ,3836156.7748945062, -6.474398, 8.789165 , -10.913540
11987444.4162907749 ,3836156.1037226534, -6.458079, 8.755814 , -10.869690
11987447.3604467362 ,3836155.5279105240, -6.447429, 8.813844 , -11.052494
11987450.3194207456 ,3836155.0020996891, -6.410735, 8.678421 , -10.609928
11987453.2664536107 ,3836154.5118084704, -6.384158, 8.418892 , -10.280601
11987456.2113525607 ,3836154.1283153272, -6.425936, 8.427017 , -10.694667
11987459.1763425916 ,3836153.8232191023, -6.368617, 8.431334 , -10.671211
11987461.9709106199 ,3836153.4272503178, -6.390773, 8.545440 , -10.880055
11987464.8799426164 ,3836153.1692864890, -6.369439, 8.498932 , -10.596363
11987467.7581127454 ,3836152.8613254349, -6.411731, 8.913931 , -11.622303
11987470.7267394438 ,3836152.6012527607, -6.369678, 8.940228 , -10.963736
11987473.6891706437 ,3836152.2246748037, -6.347214, 8.989500 , -11.027341
11987476.7349276580 ,3836151.9542331258, -6.351587, 9.105981 , -11.167928
11987479.8599274140 ,3836151.7497351659, -6.342448, 9.172540 , -11.143407
11987483.0211311541 ,3836151.5336682671, -6.339564, 9.169394 , -11.021583
11987486.2312060203 ,3836151.3416645122, -6.336903, 9.227677 , -11.160946
11987489.4585057739 ,3836151.1589380084, -6.316370, 9.239884 , -11.075798
11987492.6917168573 ,3836150.9846007326, -6.319878, 9.327796 , -11.236984
11987495.9676875155 ,3836150.8722155420, -6.301561, 9.293759 , -10.982570
11987484.5884246528 ,3836127.0552018429, -6.311905, 9.418900 , -11.353282
11987487.9103631619 ,3836126.9909032620, -6.290770, 9.418145 , -11.125194
11987491.2413546294 ,3836126.8968492942, -6.269753, 9.323339 , -10.903419
11987494.5867462102 ,3836126.8678392679, -6.266568, 9.296031 , -10.992136
11987497.9296459854 ,3836126.9088027095, -6.260123, 9.274817 , -10.979649
11987501.2580565736 ,3836126.9633388612, -6.246897, 9.233731 , -10.919690
11987504.5698260646 ,3836127.0385522195, -6.237620, 9.193885 , -10.892542
11987507.8689497486 ,3836127.1559384679, -6.218392, 9.076568 , -10.668228
11987511.1409863252 ,3836127.3033946496, -6.224217, 9.001389 , -10.738247
11987514.3948260956 ,3836127.5110579673, -6.219958, 8.966763 , -10.734371
11987517.6050039623 ,3836127.7013930692, -6.223075, 8.937119 , -10.735276
11987520.7988308780 ,3836127.9029129711, -6.210822, 8.866243 , -10.608762
11987523.9601498507 ,3836128.0936575872, -6.215461, 8.853868 , -10.696427
11987527.1090528276 ,3836128.3198682843, -6.217913, 8.875869 , -10.765816
11987530.2446997706 ,3836128.5332265166, -6.217625, 8.887668 , -10.754363
11987533.3789873421 ,3836128.7385489973, -6.212289, 8.855501 , -10.660933
11987536.5105566271 ,3836128.9441261231, -6.202712, 8.718327 , -10.414903
11987539.6276147608 ,3836129.1645977818, -6.213262, 8.706861 , -10.611153
11987542.7212508265 ,3836129.4124394301, -6.211795, 8.660510 , -10.525295
11987545.7875733450 ,3836129.6288472540, -6.198251, 8.429871 , -10.077019
11987548.8179265652 ,3836129.8454058724, -6.219954, 8.306757 , -10.291912
11987551.8097498193 ,3836130.0978975203, -6.254549, 8.664143 , -11.223034
11987554.7602181584 ,3836130.2881445223, -6.251895, 8.909978 , -11.036330
11987557.7492801547 ,3836130.3794706776, -6.254354, 9.031433 , -11.045354
11987560.8413161971 ,3836130.4761249628, -6.229846, 8.899342 , -10.492290
11987563.9716334622 ,3836130.5668107281, -6.255561, 8.938898 , -10.932505
11987567.1435882654 ,3836130.7319344021, -6.284614, 9.138279 , -11.260155
11987570.3338879235 ,3836130.8243655558, -6.296388, 9.232885 , -11.155905
11987573.5663956497 ,3836130.8250389216, -6.283738, 9.250623 , -11.048592
11987576.8169556521 ,3836130.7844418194, -6.302013, 9.305388 , -11.141384
11987580.1215933226 ,3836130.7804667708, -6.302868, 9.317709 , -11.093721
11987583.4344631862 ,3836130.7212137133, -6.318104, 9.261101 , -10.953858
11987586.7736787554 ,3836130.6557999412, -6.331433, 9.187207 , -10.906845
11987590.0985430423 ,3836130.5424027825, -6.354110, 9.267681 , -11.229578
11987593.4052992724 ,3836130.3852682197, -6.369764, 9.440399 , -11.491763
11987596.7148015499 ,3836130.1543513262, -6.377292, 9.572752 , -11.442205
11987600.0630952753 ,3836129.8667930085, -6.378818, 9.582911 , -11.323721
11987603.4587937538 ,3836129.5478321919, -6.398951, 9.638661 , -11.447880
11987606.8937112670 ,3836129.2186996974, -6.409214, 9.636041 , -11.342134
11987610.3370369393 ,3836128.8220881773, -6.414821, 9.524105 , -11.140184
11987613.7783849780 ,3836128.3881913088, -6.439100, 9.456053 , -11.224389
11987617.2036296744 ,3836127.9358451059, -6.449615, 9.391172 , -11.168080
11987620.5733574778 ,3836127.4107241556, -6.470876, 9.427979 , -11.401544
11987623.9151816256 ,3836126.8515401254, -6.464676, 9.393394 , -11.236076
11987627.2135229018 ,3836126.2290853397, -6.477520, 9.349805 , -11.219123
11987630.5191491488 ,3836125.6215344076, -6.488887, 9.317183 , -11.216743
11987633.7980191596 ,3836124.9784994842, -6.498837, 9.288799 , -11.232769
11987637.0507766716 ,3836124.3019980281, -6.518285, 9.321425 , -11.351991
11987640.2910404820 ,3836123.5941340425, -6.541334, 9.461699 , -11.629479
11987643.5242063161 ,3836122.8234054614, -6.536024, 9.533669 , -11.514606
11987646.7450366616 ,3836121.9774053879, -6.558063, 9.641775 , -11.700451
11987650.0309917107 ,3836121.1276320019, -6.560150, 9.734910 , -11.740303
11987653.3193002362 ,3836120.2044239123, -6.564224, 9.817141 , -11.737542
11987656.6451410726 ,3836119.2596078804, -6.561651, 9.888630 , -11.802521
11987659.9983705785 ,3836118.2924251533, -6.559994, 9.881860 , -11.663598
11987663.3882339131 ,3836117.3228259771, -6.560653, 9.925000 , -11.779758
11987666.7926661521 ,3836116.3552676486, -6.559348, 10.016568 , -11.890393
11987670.2120060716 ,3836115.3815017426, -6.558191, 10.013593 , -11.712887
11987673.6655417886 ,3836114.4025022560, -6.562536, 9.969846 , -11.673137
11987677.1375426184 ,3836113.4226137749, -6.547403, 9.788992 , -11.326638
11987665.6129795536 ,3836120.1714199274, -6.563310, 9.768299 , -11.589534
11987669.0438372381 ,3836119.2402648744, -6.549369, 9.643720 , -11.341620
11987672.4116370659 ,3836118.2743018689, -6.551198, 9.559501 , -11.351817
11987675.7591122631 ,3836117.3590720012, -6.555015, 9.531974 , -11.461868
11987679.0684504546 ,3836116.4504793822, -6.550451, 9.491991 , -11.379578
11987682.3416805621 ,3836115.5388650424, -6.546578, 9.466848 , -11.387709
11987685.5974216498 ,3836114.6465775468, -6.539536, 9.404774 , -11.283134
11987688.8379516695 ,3836113.7719848165, -6.507966, 9.208512 , -10.980381
11987692.0337543134 ,3836112.9330068366, -6.495358, 9.040564 , -10.872127
11987695.2070660926 ,3836112.2017995315, -6.502022, 8.789824 , -10.614144
11987698.3436597660 ,3836111.5236136136, -6.481358, 8.608434 , -10.690010
11987701.3475675453 ,3836110.8565094024, -6.485901, 8.479780 , -10.573066
11987704.3029437903 ,3836110.2596918745, -6.505453, 8.366966 , -10.545246
11987707.2098043151 ,3836109.6628011237, -6.492942, 8.172019 , -10.347958
11987710.0038299058 ,3836109.0344032403, -6.506248, 8.084399 , -10.497208
11987712.7596752420 ,3836108.4459171169, -6.509598, 7.904282 , -10.188393
11987715.4386940803 ,3836107.8401342179, -6.518974, 7.686273 , -10.071342
11987718.0500000902 ,3836107.2391826445, -6.546876, 7.482927 , -10.051691
11987720.5959765092 ,3836106.6289161243, -6.519881, 7.252519 , -9.910666
11987722.9349590298 ,3836106.0011153915, -6.534898, 7.128966 , -9.923078
11987725.2517846618 ,3836105.4388212855, -6.536350, 7.076304 , -9.928339
11987727.4635120016 ,3836104.8717671693, -6.539997, 7.066064 , -9.992002
11987729.6353369039 ,3836104.3101540874, -6.540813, 7.063848 , -10.006283
11987731.7811262440 ,3836103.7471090630, -6.543639, 7.091894 , -10.070488
11987733.9218863435 ,3836103.1831786213, -6.538292, 7.064618 , -9.959654
11987736.0484069381 ,3836102.6167932963, -6.539887, 7.054659 , -9.985247
11987738.1844216269 ,3836102.0591087122, -6.542387, 7.069149 , -10.037775
11987740.3173950091 ,3836101.4993793233, -6.541337, 7.074211 , -10.020329
11987742.4436918143 ,3836100.9358676472, -6.539960, 7.065699 , -9.991165
11987744.5711551309 ,3836100.3740134952, -6.541325, 7.063762 , -10.015768
11987746.7033733167 ,3836099.8139799032, -6.539678, 7.052572 , -9.980474
11987748.8273935392 ,3836099.2533292114, -6.541833, 7.063650 , -10.025188
11987750.9562574793 ,3836098.6948000616, -6.541273, 7.068405 , -10.016717
11987753.0807507336 ,3836098.1329657086, -6.539737, 7.058322 , -9.983957
11987755.2050455604 ,3836097.5721516213, -6.542126, 7.071715 , -10.033975
11987757.3362505771 ,3836097.0128757772, -6.542048, 7.086427 , -10.038615
11987759.4647128694 ,3836096.4493538504, -6.548228, 7.158089 , -10.183311
11987761.6113609336 ,3836095.8809177671, -6.550288, 7.307535 , -10.283474
11987763.7686674148 ,3836095.2961329254, -6.561936, 7.495419 , -10.578088
11987765.9977139533 ,3836094.6864832356, -6.574598, 7.734654 , -10.657322
11987768.2932055164 ,3836094.0311058089, -6.573025, 7.913437 , -10.765137
11987770.6479234211 ,3836093.3266233713, -6.578196, 7.999418 , -10.667159
11987773.0995986126 ,3836092.5953111998, -6.552726, 8.183778 , -10.995293
11987775.5483132452 ,3836091.8519119071, -6.560911, 8.307342 , -10.860010
11987778.1444553751 ,3836091.1308887340, -6.540954, 8.511991 , -11.150851
11987780.7543569803 ,3836090.3878028374, -6.518369, 8.578393 , -10.978469
11987783.4566182811 ,3836089.6724579693, -6.504850, 8.693839 , -11.118799
11987786.2399949674 ,3836089.0018486748, -6.503416, 8.912459 , -11.259432
11987789.1070195120 ,3836088.3533344343, -6.458415, 8.977341 , -11.169000
11987792.0033862963 ,3836087.7045531543, -6.450984, 9.098307 , -11.239078
11987795.0299092568 ,3836087.1612615814, -6.404769, 9.279470 , -11.210773
11987798.0732019730 ,3836086.6440955945, -6.353614, 9.438537 , -11.301098
11987801.2220077310 ,3836086.2516852799, -6.346734, 9.564637 , -11.401874
11987804.5290997736 ,3836086.0089038718, -6.334995, 9.653982 , -11.389637
11987807.9086455051 ,3836085.7920649857, -6.328441, 9.748373 , -11.390887
11987811.3509185389 ,3836085.6113031581, -6.328648, 9.769078 , -11.371265
11987814.8537354507 ,3836085.4513196498, -6.333993, 9.807656 , -11.460183
11987818.3870169204 ,3836085.2905454673, -6.332322, 9.836187 , -11.428984
11987821.9338322114 ,3836085.1111965091, -6.316998, 9.682405 , -11.058082
11987825.4854779094 ,3836084.9362793653, -6.376503, 9.985330 , -12.028507
11987829.0591491386 ,3836084.8123686952, -6.332873, 10.000607 , -11.533787
11987832.6154116672 ,3836084.4905592664, -6.339946, 9.996437 , -11.498949
11987836.2453276981 ,3836084.3021485186, -6.318090, 9.843041 , -11.164068
11987839.8644323125 ,3836084.0974417552, -6.338400, 9.925306 , -11.669657
11987843.4782426693 ,3836083.9670431716, -6.312992, 9.662621 , -10.813231
11987847.0657334737 ,3836083.7723918362, -6.322449, 9.540756 , -11.167820
11987850.6094069351 ,3836083.6620945246, -6.368954, 9.740624 , -11.702508
11987854.1219456960 ,3836083.5256904773, -6.345419, 9.803092 , -11.435720
11987857.6019473262 ,3836083.2351759593, -6.347819, 9.745542 , -11.278970
11987861.1363109797 ,3836083.0109437746, -6.342035, 9.582940 , -11.015215
11987864.6582434643 ,3836082.7832318335, -6.353098, 9.503186 , -11.114970
11987868.1459841114 ,3836082.5766676934, -6.372363, 9.572248 , -11.410647
11987871.5996737815 ,3836082.3368340754, -6.355865, 9.466909 , -11.025116
11987875.0209284369 ,3836082.0345506663, -6.352154, 9.324534 , -10.911774
11987878.4247262701 ,3836081.7839121381, -6.384099, 9.429766 , -11.398081
11987881.8108233102 ,3836081.5491714249, -6.332775, 9.051943 , -10.310013
11987885.1209259108 ,3836081.2194811599, -6.336163, 8.586749 , -9.947208
11987888.3840509299 ,3836081.0488498313, -6.375734, 8.670777 , -10.928427
11987891.5158699267 ,3836080.8829390774, -6.405457, 8.907767 , -11.312494
11987894.5988011770 ,3836080.6035499834, -6.391443, 8.870868 , -10.835766
11987897.6655735448 ,3836080.2319413624, -6.360533, 8.787029 , -10.729188
11987900.7116313819 ,3836079.8989624823, -6.369278, 8.706243 , -10.655323
11987903.7893710658 ,3836079.6551726484, -6.373450, 8.724668 , -10.840408
11987906.8308995236 ,3836079.3938361323, -6.361987, 8.650994 , -10.632232
11987909.8454005402 ,3836079.1217206223, -6.378259, 8.620627 , -10.722118
11987912.8724905625 ,3836078.8808296449, -6.341162, 8.305788 , -10.027541
11987915.8092178553 ,3836078.6031666831, -6.374978, 8.429888 , -10.963958
11987918.7446253132 ,3836078.4268943230, -6.368089, 8.337234 , -10.402716
11987921.6227169968 ,3836078.1668756506, -6.383116, 8.415823 , -10.765370
11987924.4991304465 ,3836077.9212447177, -6.376373, 8.501185 , -10.784101
11987927.3550141361 ,3836077.6371617229, -6.400689, 8.881860 , -11.536194
11987930.2848491333 ,3836077.3623662554, -6.400027, 8.982707 , -11.109610
11987933.2943319622 ,3836077.0110207903, -6.394962, 9.130481 , -11.278777
11987936.3652677312 ,3836076.6506717009, -6.380198, 9.162018 , -11.069116
11987939.4970705714 ,3836076.2983093285, -6.384080, 9.249986 , -11.268438
11987942.6951748915 ,3836075.9844753374, -6.390665, 9.376451 , -11.403988
11987945.9387234878 ,3836075.6566496762, -6.362316, 9.296416 , -11.004190
11987949.1929919422 ,3836075.3066869611, -6.404032, 9.378676 , -11.338810
11987952.5276295263 ,3836075.0370886386, -6.410936, 9.563217 , -11.605021
11987955.8414621018 ,3836074.6419393271, -6.396383, 9.545592 , -11.275493
11987959.1897470914 ,3836074.2134919325, -6.388758, 9.537137 , -11.291190
11987962.5658950619 ,3836073.8271269803, -6.373741, 9.481254 , -11.168842
11987965.9436646234 ,3836073.4676779234, -6.387496, 9.392614 , -11.060471
11987969.3417755980 ,3836073.1562671722, -6.378010, 9.151325 , -10.675106
11987972.6855886430 ,3836072.8085207776, -6.366474, 9.102829 , -11.062900
11987975.9487849083 ,3836072.4966250113, -6.370087, 9.036851 , -10.859322
11987979.1854431201 ,3836072.2243271735, -6.382639, 8.972874 , -10.853201
11987982.3960657883 ,3836071.9451385899, -6.403816, 9.122184 , -11.311104
11987985.5821003951 ,3836071.6294506826, -6.385803, 9.110321 , -10.955237
11987988.7469015978 ,3836071.2495246003, -6.378682, 8.946755 , -10.698227
11987991.9347803369 ,3836070.9183639730, -6.399553, 8.893295 , -10.842209
11987995.1121237073 ,3836070.6126210843, -6.428402, 9.024732 , -11.244184
11987998.2637322433 ,3836070.2477958468, -6.421779, 9.038724 , -11.055237
11988001.3871793095 ,3836069.7960893204, -6.428295, 9.021866 , -11.001114
11988004.5352424253 ,3836069.3560986868, -6.419521, 9.087204 , -11.191659
11988007.6605864782 ,3836068.9004311063, -6.403689, 8.971828 , -10.793305
11988010.7974267341 ,3836068.4686789485, -6.406283, 8.838797 , -10.694110
11988013.9348125309 ,3836068.0859977575, -6.413962, 8.780196 , -10.792692
11988017.0325860027 ,3836067.7030279152, -6.400733, 8.640374 , -10.586524
11988020.0689571928 ,3836067.3049286124, -6.402989, 8.475866 , -10.425902
11988027.7602407839 ,3836076.6283477917, -6.399938, 8.266631 , -10.304509
11988030.6910197698 ,3836076.2757870550, -6.393843, 8.046504 , -10.081671
11988033.5299059488 ,3836075.9423705521, -6.408603, 7.912061 , -10.230376
11988036.3042914718 ,3836075.6331516569, -6.409003, 7.812170 , -10.147977
11988038.9779596794 ,3836075.2981536128, -6.447951, 7.899718 , -10.531191
11988041.6530386377 ,3836074.9599566613, -6.494526, 8.060026 , -10.740407
11988044.3339826278 ,3836074.5202786024, -6.518122, 8.080770 , -10.588594
11988046.9977808818 ,3836073.9562287210, -6.564462, 8.233400 , -10.941336
11988049.6977678891 ,3836073.3140792423, -6.590478, 8.311110 , -10.890165
11988052.3803647924 ,3836072.5465985136, -6.619580, 8.336246 , -10.854589
11988055.0773310550 ,3836071.6953532449, -6.652463, 8.479274 , -11.170726
11988057.7702476773 ,3836070.7587595778, -6.682026, 8.555082 , -11.126211
11988060.4686736818 ,3836069.7202580022, -6.685820, 8.530020 , -10.948421
11988063.1258870978 ,3836068.6057082834, -6.714976, 8.639367 , -11.281951
11988065.8172691911 ,3836067.4603394717, -6.725032, 8.701102 , -11.207207
11988068.4781581424 ,3836066.2393603576, -6.739678, 8.778429 , -11.339743
11988071.1560476031 ,3836064.9746664474, -6.755986, 8.992414 , -11.704413
11988073.8457294665 ,3836063.6565539176, -6.741992, 9.065067 , -11.502315
11988076.5331307836 ,3836062.2850319864, -6.724152, 9.012795 , -11.235505
11988079.2701691464 ,3836060.9307247563, -6.730001, 9.043886 , -11.449752
11988082.0673947167 ,3836059.6071343282, -6.728177, 9.107166 , -11.506053
11988084.8604674954 ,3836058.2697674548, -6.709622, 9.083588 , -11.312902
11988087.6529861744 ,3836056.9377497975, -6.712529, 9.111609 , -11.452789
11988090.5001193359 ,3836055.6408226667, -6.695655, 9.058612 , -11.260458
11988093.3293663580 ,3836054.3458466199, -6.707091, 9.122190 , -11.493252
11988096.2060060892 ,3836053.0840092502, -6.721700, 9.151234 , -11.432082
11988099.0912859701 ,3836051.7839786313, -6.743435, 9.397112 , -11.984239
11988101.9804469086 ,3836050.4319739393, -6.714241, 9.329346 , -11.403470
11988104.8422800284 ,3836049.0173892807, -6.740678, 9.483276 , -11.883398
11988107.8143677581 ,3836047.6449780539, -6.732318, 9.596191 , -11.811974
11988105.2869933397 ,3836036.1241522660, -6.745821, 9.655034 , -11.798396
11988108.3117327187 ,3836034.6648462852, -6.749066, 9.744663 , -11.944410
11988111.3402204290 ,3836033.1570901773, -6.747669, 9.774920 , -11.860420
11988114.3924729526 ,3836031.6232392895, -6.755664, 9.861776 , -12.002164
11988117.4769977760 ,3836030.0775019946, -6.753360, 9.905655 , -11.967348
11988120.5698205363 ,3836028.4984465945, -6.755644, 9.908361 , -11.889204
11988123.6922776382 ,3836026.9112614891, -6.768179, 10.015984 , -12.155202
11988126.8322871365 ,3836025.3069835715, -6.755483, 10.097346 , -12.011069
11988129.9588772655 ,3836023.6620279662, -6.739608, 9.586348 , -11.726618
11988132.0889661796 ,3836022.5721267816, -6.755483, 10.097346 , -12.011069
11988134.5356444195 ,3836021.3220177703, -6.755387, 10.094250 , -12.009345
11988137.0958180316 ,3836020.0143904751, -6.755291, 10.091153 , -12.007622
11988139.6961699724 ,3836018.6865721978, -6.755195, 10.088056 , -12.005898
11988142.3102665916 ,3836017.3520538928, -6.755098, 10.084959 , -12.004174
11988144.9286285006 ,3836016.0156757929, -6.755002, 10.081862 , -12.002450
11988147.5478878878 ,3836014.6791572655, -6.754906, 10.078766 , -12.000727
11988150.1668678354 ,3836013.3430988840, -6.754810, 10.075669 , -11.999002
11988152.7851693351 ,3836012.0077040535, -6.754714, 10.072572 , -11.997278
11988155.4026648887 ,3836010.6730375895, -6.754617, 10.069475 , -11.995555
11988158.0193188190 ,3836009.3391174525, -6.754521, 10.066379 , -11.993831
11988160.6351246294 ,3836008.0059467186, -6.754425, 10.063282 , -11.992107
11988163.2500838693 ,3836006.6735243616, -6.754329, 10.060185 , -11.990383
11988165.8641994558 ,3836005.3418486603, -6.754232, 10.057088 , -11.988659
